Timestamp,Average_OAT,Humidity,UV_Index,Average_Rainfall,NT_CoolingLoad,ST_CoolingLoad,CoolingLoad
2021/7/1 0:00,29.53116667,83.54453333,0,0.4,216.058065,839.9974818,1056.055547
2021/7/1 0:15,29.467,84.01123333,0,0.4,196.7467875,776.1628557,972.9096432
2021/7/1 0:30,29.44033333,85.0779,0,0.4,204.5700145,752.1895908,956.7596053
2021/7/1 0:45,29.4595,84.65793333,0,0.4,98.37048586,-91.20563857,7.164847282
2021/7/1 1:00,29.46866667,83.64456667,0,0.4,137.180992,1640.596818,1777.77781
2021/7/1 1:15,29.387,84.54123333,0,0.4,188.5514466,984.6744009,1173.225847
2021/7/1 1:30,29.4295,82.1812,0,0.4,180.7629989,872.0162131,1052.779212
2021/7/1 1:45,29.4545,84.55793333,0,0.4,114.7371021,399.089632,513.8267341
2021/7/1 2:00,29.34366667,84.48793333,0,0.4,136.3419527,1433.251286,1569.593239
2021/7/1 2:15,29.3345,86.0346,0,0.4,225.8340651,1161.023932,1386.857997
2021/7/1 2:30,29.37616667,83.6412,0,0.4,75.23908289,163.6911285,238.9302114
2021/7/1 2:45,29.24116667,86.24463333,0,0.4,111.0493492,1605.647458,1716.696807
2021/7/1 3:00,29.342,85.0979,0,0.4,191.3484574,1100.330179,1291.678637
2021/7/1 3:15,29.1995,84.5012,0,0.4,142.8963223,151.4078769,294.3041992
2021/7/1 3:30,29.1595,85.92793333,0,0.4,81.67278566,786.1924874,867.8652731
2021/7/1 3:45,29.21033333,86.63463333,0,0.4,174.242192,903.5110648,1077.753257
2021/7/1 4:00,29.22866667,86.01796667,0,0.4,205.3167658,906.4117311,1111.728497
2021/7/1 4:15,29.2195,86.0046,0,0.4,146.3370323,218.7124775,365.0495097
2021/7/1 4:30,29.14533333,85.55126667,0,0.4,89.28141423,892.4895376,981.7709518
2021/7/1 4:45,29.18283333,84.90123333,0,0.4,204.9416248,1284.488005,1489.42963
2021/7/1 5:00,29.18866667,85.7613,0,0.4,220.9072423,1015.864867,1236.772109
2021/7/1 5:15,29.1395,86.7746,0,0.4,43.94221432,134.9153975,178.8576119
2021/7/1 5:30,29.15533333,86.53463333,0,0.4,165.0600885,1631.108222,1796.16831
2021/7/1 5:45,29.17783333,86.67793333,0,0.4,223.9858418,607.3859448,831.3717866
2021/7/1 6:00,29.187,84.6679,0,0.4,45.87626692,168.5727182,214.4489851
2021/7/1 6:15,29.1995,84.73123333,0,0.4,223.6867672,1390.52134,1614.208107
2021/7/1 6:30,29.267,84.9746,0,0.4,250.0608626,931.1548589,1181.215722
2021/7/1 6:45,29.232,85.44126667,0,0.4,179.4092437,1128.294631,1307.703874
2021/7/1 7:00,29.30366667,84.76123333,0,0.4,216.7817658,1122.23868,1339.020446
2021/7/1 7:15,29.34533333,84.22456667,0,0.4,213.6306505,1055.28662,1268.917271
2021/7/1 7:30,29.48783333,81.85453333,0,0.4,256.3415883,322.0831639,578.4247523
2021/7/1 7:45,29.492,82.17786667,0,0.4,768.6193863,1534.682311,2303.301697
2021/7/1 8:00,29.612,83.53456667,0,0.4,2454.265871,2118.842628,4573.108498
2021/7/1 8:15,29.76533333,88.72793333,0,0.5,3487.000883,2575.61738,6062.618263
2021/7/1 8:30,29.83616667,85.9346,0,0.5,3404.380753,3459.813174,6864.193928
2021/7/1 8:45,29.84616667,87.38793333,0,0.5,3100.905413,3494.16433,6595.069742
2021/7/1 9:00,29.9045,84.3779,0,0.5,2877.590296,3232.845975,6110.436271
2021/7/1 9:15,30.01616667,86.61796667,0,1,2561.265206,3161.173352,5722.438558
2021/7/1 9:30,30.252,86.59626667,0,1,2343.871315,2997.388378,5341.259694
2021/7/1 9:45,30.53283333,84.3379,0,1,1912.693897,2537.265812,4449.95971
2021/7/1 10:00,30.30033333,79.51786667,0,1,2352.919987,3205.451877,5558.371864
2021/7/1 10:15,30.48616667,77.3045,0,3,2102.111096,2915.385263,5017.496359
2021/7/1 10:30,30.5195,78.99453333,0,3,1912.437901,2360.472425,4272.910326
2021/7/1 10:45,30.74866667,76.88446667,0,3,1899.674501,3178.648585,5078.323086
2021/7/1 11:00,30.74783333,77.48446667,0,3,1613.689048,2939.230954,4552.920002
2021/7/1 11:15,31.03366667,76.06113333,0,5,1937.357453,2363.394133,4300.751586
2021/7/1 11:30,30.83366667,78.34453333,0,5,1821.666057,3031.273413,4852.93947
2021/7/1 11:45,31.15616667,76.1278,0,5,1979.119664,2247.962366,4227.08203
2021/7/1 12:00,31.06033333,76.4078,0,5,1731.223084,3344.040008,5075.263092
2021/7/1 12:15,30.87116667,77.10116667,0,10,1842.028837,2368.654527,4210.683364
2021/7/1 12:30,30.77116667,78.50116667,0,10,1804.551747,2945.640457,4750.192204
2021/7/1 12:45,30.94283333,76.08446667,0,10,1762.839538,2414.877086,4177.716623
2021/7/1 13:00,31.20533333,71.31106667,0,10,1901.90401,2894.13397,4796.03798
2021/7/1 13:15,31.1695,73.07776667,0,11,1928.230523,2480.394822,4408.625345
2021/7/1 13:30,31.35116667,74.03776667,0,11,1770.136123,2979.988155,4750.124278
2021/7/1 13:45,31.46283333,72.80776667,0,11,2030.315569,2451.611497,4481.927066
2021/7/1 14:00,31.22033333,70.81776667,0,11,1722.66975,2841.472388,4564.142137
2021/7/1 14:15,31.08616667,73.91443333,0,11,1763.261734,2215.595802,3978.857536
2021/7/1 14:30,31.03866667,74.10443333,0,11,1971.064906,3175.332211,5146.397117
2021/7/1 14:45,31.18116667,73.05776667,0,11,2017.09879,2738.887279,4755.986069
2021/7/1 15:00,31.3695,71.2011,0,11,1600.218106,2564.255829,4164.473936
2021/7/1 15:15,31.44866667,70.94443333,0,7,1894.383084,2781.030058,4675.413142
2021/7/1 15:30,31.80783333,69.2744,0,7,1947.389549,2722.483789,4669.873338
2021/7/1 15:45,31.65366667,68.3677,0,7,1594.662284,2887.099202,4481.761486
2021/7/1 16:00,31.2995,70.05106667,0,7,1802.804044,2825.088069,4627.892113
2021/7/1 16:15,31.12783333,71.6411,0,5,2120.479952,2694.119914,4814.599866
2021/7/1 16:30,31.13783333,72.59776667,0,5,1657.725283,2904.550088,4562.275371
2021/7/1 16:45,31.40783333,66.71103333,0,5,1739.831576,2802.998434,4542.83001
2021/7/1 17:00,31.70783333,65.54433333,0,5,1819.932083,2851.506519,4671.438602
2021/7/1 17:15,31.70783333,66.17433333,0,3,1476.37607,2747.899719,4224.275789
2021/7/1 17:30,31.6245,65.751,0,3,1952.350352,2633.0278,4585.378152
2021/7/1 17:45,31.16116667,69.0944,0,3,1980.984425,2657.991188,4638.975613
2021/7/1 18:00,30.80533333,71.09776667,0,3,1706.078521,2693.157134,4399.235655
2021/7/1 18:15,30.7595,70.96776667,0,1,937.2192977,2399.816273,3337.035571
2021/7/1 18:30,30.52616667,72.5211,0,1,594.1021746,2333.676192,2927.778367
2021/7/1 18:45,30.28033333,74.7911,0,1,735.8084867,2110.026521,2845.835008
2021/7/1 19:00,30.07033333,77.24116667,0,1,540.5223312,1516.60492,2057.127251
2021/7/1 19:15,30.07116667,75.1811,0,1,277.4430331,189.264824,466.7078571
2021/7/1 19:30,29.90366667,77.7712,0,1,669.4379361,2106.835987,2776.273923
2021/7/1 19:45,29.94533333,77.56453333,0,1,393.0508288,1006.292775,1399.343604
2021/7/1 20:00,29.81616667,78.71453333,0,1,134.2077704,172.120737,306.3285075
2021/7/1 20:15,29.8245,79.14453333,0,1,369.1983303,1766.104323,2135.302653
2021/7/1 20:30,29.83033333,78.72453333,0,1,274.3880703,601.1496747,875.537745
2021/7/1 20:45,29.80283333,79.36453333,0,1,59.85025583,850.4318574,910.2821133
2021/7/1 21:00,29.93783333,78.90786667,0,1,284.502645,1197.130642,1481.633287
2021/7/1 21:15,29.85533333,78.9612,0,1,262.4806359,597.6984761,860.1791121
2021/7/1 21:30,29.82616667,78.5412,0,1,50.92968607,793.3372184,844.2669045
2021/7/1 21:45,29.7895,78.7912,0,1,222.3767651,1205.55852,1427.935285
2021/7/1 22:00,29.7945,78.36786667,0,1,76.08066466,54.34939425,130.4300589
2021/7/1 22:15,29.80116667,79.19453333,0,1,227.6162284,1919.674574,2147.290802
2021/7/1 22:30,29.632,80.8112,0,1,161.1717228,398.9616996,560.1334224
2021/7/1 22:45,29.63533333,81.2012,0,1,102.8593994,961.5991743,1064.458574
2021/7/1 23:00,29.527,81.7712,0,1,282.3708651,1188.63481,1471.005675
2021/7/1 23:15,29.48366667,81.66453333,0,1,77.87114561,25.75551745,103.6266631
2021/7/1 23:30,29.51033333,80.8212,0,1,262.1199363,1790.541714,2052.661651
2021/7/1 23:45,25.16373611,72.43662222,0,1,113.838122,329.200434,443.0385559
2021/7/2 0:00,29.44533333,82.54786667,0,1,104.0163225,735.5926935,839.609016
2021/7/2 0:15,29.40616667,83.40453333,0,1,243.4571103,1323.262154,1566.719265
2021/7/2 0:30,29.35366667,82.6612,0,1,213.4689252,500.3096811,713.7786062
2021/7/2 0:45,29.32033333,82.8512,0,1,40.74753951,225.1180947,265.8656342
2021/7/2 1:00,29.31116667,83.20453333,0,1,221.7522281,1697.185283,1918.937511
2021/7/2 1:15,29.32533333,81.56786667,0,1,160.8911528,460.3788163,621.2699691
2021/7/2 1:30,29.407,82.58453333,0,1,89.64223522,774.9099801,864.5522153
2021/7/2 1:45,29.2895,83.05453333,0,1,287.4062977,966.1501151,1253.556413
2021/7/2 2:00,29.33783333,82.62453333,0,1,103.648604,254.792794,358.441398
2021/7/2 2:15,29.26866667,83.13453333,0,1,161.6567404,2092.601246,2254.257986
